Type,move_speed,move_time,move_angle,move_acceleration
FALL,2,5,11,6
FALL,2,11.33,20.33,9
FALL,2,15.67,24.67,8
FALL,0,4.67,8.67,4
FALL,0,4.67,6.67,1
OTHER_ACTION,4.5,23.33,36.33,10
OTHER_ACTION,1.5,10,17,6
OTHER_ACTION,2.5,7.67,14.67,4
OTHER_ACTION,0.5,11,15,2
OTHER_ACTION,0.5,11.33,18.33,5
OTHER_ACTION,5,28.33,41.33,8
EXERCISE,0,5.67,6.67,1
EXERCISE,0.5,8.33,11.33,2
EXERCISE,1,9,13,4
EXERCISE,0.5,5,9,4
EXERCISE,0.5,7.33,11.33,4
EXERCISE,1.5,3.67,6.67,2
EXERCISE,2.5,13,20,6
EXERCISE,5,15,25,10
EXERCISE,2,17.67,24.67,7
EXERCISE,0,6.33,8.33,1
EXERCISE,3.5,4,5,1
EXERCISE,0.5,0.33,0.33,0
EXERCISE,2.5,15.67,23.67,8
EXERCISE,2.5,12.67,18.67,6
EXERCISE,2,7.33,13.33,4
EXERCISE,1,2.67,4.67,2
EXERCISE,2.5,1.67,1.67,0
EXERCISE,2.5,3.67,6.67,3
EXERCISE,0.5,6.67,9.67,3
EXERCISE,0.5,5,5,0
EXERCISE,1,2,4,2
EXERCISE,2,5.33,9.33,4
EXERCISE,2,4,4,0
EXERCISE,0,8.33,12.33,4
EXERCISE,0,6.33,10.33,3
EXERCISE,0,3.33,7.33,4
EXERCISE,0,5.33,9.33,4
EXERCISE,0,3.67,6.67,2
EXERCISE,0,4,6,1
EXERCISE,0.5,2,3,1
EXERCISE,0,7.33,10.33,2
EXERCISE,0,3.33,5.33,2
EXERCISE,0,5.67,8.67,3
EXERCISE,0,4.33,7.33,3
EXERCISE,0,13,24,10
EXERCISE,0.5,13.67,21.67,7
EXERCISE,5.5,18,26,8
EXERCISE,5.5,25.33,35.33,9
EXERCISE,5.5,28.33,36.33,8
EXERCISE,1,5.33,8.33,3
EXERCISE,0.5,8.33,11.33,2
EXERCISE,1,17.33,23.33,6
EXERCISE,0,11.33,12.33,1
EXERCISE,0,7.33,10.33,3
EXERCISE,0,15.33,19.33,4
EXERCISE,1,3.67,4.67,1
EXERCISE,1,4,7,2
EXERCISE,11,34,47,10
EXERCISE,12,34.67,46.67,10
FALL,0,5,8,2
FALL,0,6,11,4
FALL,0,3,7,4
OTHER_ACTION,7,39.67,54.67,10
EXERCISE,0.5,5.33,9.33,3
EXERCISE,0.5,3.67,7.67,4
FALL,0,3,6,3
FALL,0,3.33,7.33,3
EXERCISE,0,6.67,10.67,4
EXERCISE,0,11.33,18.33,6
OTHER_ACTION,0,3.67,5.67,2
OTHER_ACTION,1,6,11,5
EXERCISE,1,5.33,12.33,5
FALL,0,6.33,8.33,2
FALL,0.5,9.67,12.67,3
FALL,0,4.67,6.67,2
FALL,0,3.33,3.33,0
OTHER_ACTION,2,18,24,4
OTHER_ACTION,0,11.67,18.67,6
OTHER_ACTION,0,12,22,8
FALL,1.5,8,16,8
FALL,0,7.33,14.33,7
OTHER_ACTION,1.5,12,19,6
OTHER_ACTION,0.5,8.67,12.67,3
OTHER_ACTION,2.5,7,13,5
OTHER_ACTION,2.5,11,16,4
EXERCISE,0,3.67,3.67,0
EXERCISE,6.5,12,22,10
EXERCISE,9,27.67,38.67,10
FALL,0,5.67,8.67,3
EXERCISE,3.5,12.33,21.33,8
EXERCISE,3.5,12.33,19.33,7
EXERCISE,2,9,15,6
EXERCISE,3.5,11.33,20.33,9
FALL,0,4.67,8.67,2
FALL,0,5.67,9.67,3
OTHER_ACTION,0.5,5,8,3
OTHER_ACTION,0,6.67,8.67,2
FALL,0.5,7.33,10.33,2
FALL,0.5,9.33,12.33,3
FALL,0,11.33,12.33,1
FALL,0,10,17,7
FALL,0,6.67,11.67,5
FALL,0,11.33,18.33,2
EXERCISE,0.5,8.67,12.67,3
OTHER_ACTION,0,12.33,16.33,3
OTHER_ACTION,1,8.33,15.33,7
OTHER_ACTION,0.5,3.33,7.33,3
EXERCISE,15,32,43,10
OTHER_ACTION,6,14.33,25.33,10
FALL,2.5,12.67,19.67,6
EXERCISE,0,8.33,10.33,2
EXERCISE,2,9,11,1
EXERCISE,1.5,7,10,3
FALL,0,2.33,3.33,1
FALL,0,2.67,5.67,3
OTHER_ACTION,0,8.67,13.67,5
OTHER_ACTION,0.5,11.33,15.33,4
OTHER_ACTION,0.5,6,12,6
FALL,0,4.33,4.33,0
FALL,0,5,5,0
OTHER_ACTION,0,11.33,18.33,7
OTHER_ACTION,0,11,17,6
OTHER_ACTION,0,9,16,7
FALL,0,6,8,2
FALL,0,7.67,9.67,2
FALL,3.5,21.33,34.33,9
OTHER_ACTION,0.5,7.67,11.67,4
OTHER_ACTION,0.5,7,12,5
EXERCISE,5.5,13,21,8
EXERCISE,6,21.33,31.33,10
EXERCISE,7,22.33,32.33,10
EXERCISE,3,14,21,3
EXERCISE,3,11.67,19.67,7
FALL,0,3.67,9.67,5
FALL,0,3,5,2
FALL,0.5,4.67,5.67,1
FALL,0,4,7,3
FALL,0.5,1.67,4.67,2
FALL,0,18.33,30.33,10
FALL,1,19.33,28.33,8
FALL,2,18,27,8
FALL,0,5.67,9.67,4
FALL,0,8.67,13.67,5
FALL,1,13.67,21.67,7
FALL,0,4.33,7.33,3
FALL,0,5.33,12.33,6
OTHER_ACTION,5.5,14.67,22.67,6
OTHER_ACTION,5.5,24.33,36.33,7
EXERCISE,0.5,11,19,5
FALL,0,8.33,12.33,4
FALL,0,6.33,10.33,4
OTHER_ACTION,15,28,42,10
OTHER_ACTION,14,24.67,38.67,10
EXERCISE,0,1.67,3.67,2
FALL,0,4,5,0
FALL,0,4.33,9.33,5
FALL,1,8.33,14.33,6
EXERCISE,0,7.67,12.67,5
EXERCISE,0.5,10,19,8
OTHER_ACTION,0.5,12,17,5
OTHER_ACTION,1,12,19,7
OTHER_ACTION,1.5,13.67,22.67,8
EXERCISE,0,1,2,0
EXERCISE,0,2.67,3.67,0
FALL,0,5,9,3
FALL,3.5,13,24,9
FALL,4,18.67,29.67,9
FALL,0,3.33,5.33,2
FALL,0,7,12,5
FALL,0,4.33,8.33,3
EXERCISE,1.5,11,14,3
FALL,0,1.67,2.67,1
FALL,0,1.67,2.67,1
FALL,0,9,15,5
FALL,3,2.33,3.33,1
FALL,0,6.33,10.33,4
FALL,0.5,4,6,1
FALL,0,1,1,0
FALL,0,2,3,1
EXERCISE,1,2.67,5.67,2
EXERCISE,1,8.67,12.67,3
FALL,0,4,5,1
FALL,2.5,10,15,4
FALL,0,4.67,7.67,3
FALL,0,5,12,5
FALL,0,5,9,4
FALL,0,6.33,7.33,1
FALL,0,10,12,1
FALL,0,2.67,5.67,3
EXERCISE,2,9.67,14.67,5
EXERCISE,2.5,9.33,14.33,5
FALL,0,8.67,11.67,3
FALL,0,4,7,3
FALL,0,5.67,8.67,2
FALL,0,5,10,4
FALL,0,6,7,1
FALL,0,3.67,3.67,0
FALL,0,4,7,2
FALL,0,4.33,10.33,4
FALL,1,8,10,1
FALL,1,12,15,3
FALL,0,9,16,6
FALL,0,5.33,8.33,2
FALL,0,6,10,4
FALL,0,8.33,10.33,2
OTHER_ACTION,0,5.33,9.33,3
OTHER_ACTION,0.5,6.33,10.33,4
FALL,0,7,8,1
FALL,0,6.33,14.33,5
OTHER_ACTION,8,25.33,37.33,10
OTHER_ACTION,2.5,16.67,25.67,9
EXERCISE,0,3.67,6.67,3
EXERCISE,1,14,20,5
EXERCISE,1.5,11,18,5
FALL,0,5.33,6.33,1
FALL,0,10,16,6
FALL,0,6.33,11.33,4
EXERCISE,0,13.33,21.33,8
EXERCISE,0.5,17,23,5
EXERCISE,0.5,17.33,29.33,10
EXERCISE,1,18,29,10
OTHER_ACTION,4,12.33,23.33,10
OTHER_ACTION,10,30,43,10
EXERCISE,4,14.67,23.67,8
EXERCISE,0,5.33,7.33,2
EXERCISE,0,7,9,2
FALL,0.5,3.67,5.67,2
FALL,0.5,4.33,6.33,2
FALL,0.5,2,4,2
FALL,0,3.67,11.67,5
FALL,1.5,8,13,5
FALL,1.5,3.67,7.67,4
FALL,0,1.67,1.67,0
FALL,0,2,3,1
FALL,0,1.33,1.33,0
FALL,0,2.33,4.33,2
FALL,0,2.33,8.33,1
FALL,0,7.67,8.67,1
FALL,0,3.33,6.33,2
FALL,0,2.67,5.67,2
FALL,0,4.67,7.67,2
OTHER_ACTION,5.5,8.33,13.33,5
FALL,0,1.33,1.33,0
FALL,0,5,5,0
FALL,0,3,4,1
FALL,0,3.33,5.33,2
OTHER_ACTION,1.5,12.33,20.33,8
OTHER_ACTION,1.5,10.33,19.33,9
OTHER_ACTION,1.5,10,19,9
EXERCISE,6,13.33,24.33,8
EXERCISE,0,9.67,17.67,7
EXERCISE,0,12.33,18.33,5
EXERCISE,1,9.33,15.33,5
EXERCISE,3.5,11,15,4
EXERCISE,1,10.67,15.67,5
OTHER_ACTION,0.5,3,3,0
OTHER_ACTION,0.5,4,7,3
OTHER_ACTION,0.5,6.33,7.33,1
OTHER_ACTION,0.5,3.67,7.67,3
OTHER_ACTION,0.5,4.33,7.33,3
OTHER_ACTION,1,5,7,2
OTHER_ACTION,0.5,4.67,7.67,3
EXERCISE,1,1,3,2
OTHER_ACTION,0,5.33,8.33,3
OTHER_ACTION,0,3.33,4.33,1
OTHER_ACTION,0,4.67,5.67,1
OTHER_ACTION,2,14.33,21.33,5
OTHER_ACTION,1.5,10.67,20.67,8
EXERCISE,0,5.33,9.33,4
EXERCISE,0,8.33,12.33,4
OTHER_ACTION,2.5,14.33,19.33,5
OTHER_ACTION,2.5,14,17,3
FALL,0,3.67,4.67,0
FALL,0,7.67,7.67,0
FALL,0,8.67,14.67,4
FALL,0,6.67,9.67,2
FALL,0,7.33,14.33,6
FALL,0,2.33,3.33,1
OTHER_ACTION,2,15,24,8
OTHER_ACTION,3,23,34,10
EXERCISE,3,20,31,10
EXERCISE,3.5,25.33,36.33,10
OTHER_ACTION,2.5,13.33,20.33,6
OTHER_ACTION,2.5,17,26,8
OTHER_ACTION,3.5,15.67,26.67,9
EXERCISE,0.5,1.33,1.33,0
EXERCISE,0,4.33,4.33,0
EXERCISE,0,3,3,0
EXERCISE,0,5.67,9.67,4
EXERCISE,4,15,27,9
EXERCISE,7,18,30,10
OTHER_ACTION,2,13,16,3
FALL,0,5.67,8.67,3
EXERCISE,3,12.33,16.33,3
OTHER_ACTION,6.5,16.33,23.33,7
EXERCISE,1.5,17,22,4
FALL,0,2,3,1
FALL,0,7,9,2
FALL,0,7.67,11.67,4
OTHER_ACTION,0.5,7.67,10.67,2
EXERCISE,8,28.33,40.33,10
EXERCISE,1.5,6.33,8.33,2
EXERCISE,0.5,8.33,11.33,3
FALL,0,5,9,4
OTHER_ACTION,3.5,19.67,33.67,9
RUN,8,17,28,10
WALK,0,3.67,6.67,3
WALK,0,5.33,7.33,2
WALK,0,9,14,5
WALK,0,2,5,3
WALK,0.5,3.33,6.33,2
WALK,0,4.33,4.33,0
WALK,0,3.67,4.67,1
WALK,0,4,5,1
WALK,0,7.67,13.67,6
WALK,1,8.67,15.67,7
WALK,0,3.67,6.67,3
WALK,0,5.67,8.67,3
WALK,0,9.67,14.67,5
WALK,0,6,11,5
WALK,0,6.67,6.67,0
WALK,0.5,0,2,1
WALK,0.5,7,9,2
WALK,0,3.67,5.67,2
WALK,1.5,3.33,8.33,5
WALK,2,9.67,14.67,5
WALK,0,4.67,8.67,3
WALK,0.5,9.67,12.67,3
WALK,0,3.33,6.33,3
WALK,0,0.33,0.33,0
WALK,0,5.67,5.67,0
WALK,0,2,4,2
WALK,0.5,6,7,1
WALK,0.5,10,14,4
WALK,0,5.33,5.33,0
WALK,0,2.33,4.33,2
WALK,0,3.67,5.67,2
WALK,0,3.67,5.67,2
WALK,0,6,10,3
WALK,0,5,7,1
WALK,0,2.33,3.33,1
WALK,0,3,5,2
WALK,0,3.33,4.33,1
WALK,0.5,2.67,3.67,1
WALK,0,2,3,1
WALK,0,3.33,5.33,2
WALK,0,3.33,4.33,1
WALK,0,1,2,1
WALK,0,4.67,5.67,0
WALK,1,7,9,2
WALK,1,8.33,13.33,5
WALK,1,12.67,17.67,4
WALK,0,6.33,9.33,2
WALK,0,5.67,8.67,2
WALK,0,6.33,9.33,2
WALK,1.5,4.67,8.67,2
WALK,0,5.67,10.67,3
WALK,0,2.33,6.33,3
WALK,1.5,14,21,6
WALK,0,6.67,11.67,5
WALK,0,9.67,12.67,3
WALK,0,9.33,13.33,4
WALK,1.5,3.67,5.67,2
WALK,0.5,4.33,5.33,1
WALK,0,5.67,8.67,3
WALK,0,5.33,8.33,3
WALK,0,8.33,13.33,3
WALK,0,11,20,6
WALK,0,2,3,1
WALK,0,2.33,3.33,1
WALK,0,7,13,6
WALK,2.5,13,16,3
WALK,0,8,13,4
WALK,6,13.67,22.67,7
WALK,0,2.33,4.33,2
WALK,0,5.67,10.67,3
WALK,0,3.67,4.67,1
WALK,0,3,3,0
WALK,0,1.67,2.67,1
WALK,1,7.33,11.33,2
WALK,1,7.67,10.67,1
WALK,0,7,10,3
WALK,0,9,14,4
WALK,2,13.33,20.33,5
OTHER_ACTION,2.5,7,10,3
OTHER_ACTION,2.5,8.67,10.67,2
FALL,0,3.67,4.67,1
FALL,0,2.67,3.67,1
FALL,0,5,6,1
WALK,0,3,6,2
WALK,0,6.33,8.33,1
WALK,0,4.67,8.67,3
WALK,0,2.33,3.33,1
WALK,0,6,9,3
RUN,5.5,27.33,38.33,10
RUN,8,20.33,31.33,9
RUN,12,26,39,10
FALL,0,2,4,2
WALK,0,4,7,3
WALK,0,4,8,4
FALL,0,4.33,5.33,1
FALL,0,3.33,5.33,0
OTHER_ACTION,2,13,19,4
WALK,0,5.33,7.33,2
WALK,0,3.67,5.67,1
WALK,0,4.33,6.33,1
WALK,0,4,6,2
WALK,0,8,11,3
WALK,0,4.33,5.33,1
WALK,0,3,5,1
WALK,0,2,2,0
WALK,0,3.33,3.33,0
WALK,0,1,1,0
WALK,0,6.67,9.67,3
EXERCISE,0,6.67,7.67,1
EXERCISE,1,4.33,6.33,2
EXERCISE,2,13.33,23.33,10
EXERCISE,3,16.67,24.67,8
EXERCISE,4.5,18.33,29.33,10
WALK,0,13.33,17.33,4
WALK,0,5.67,6.67,1
WALK,0,2,3,0
WALK,0.5,4.67,5.67,1
WALK,0,7.33,10.33,3
RUN,2,13.67,23.67,7
RUN,5,20.67,30.67,7
EXERCISE,1,4.67,7.67,3
WALK,0,10,14,3
WALK,0,3.67,6.67,3
EXERCISE,1.5,4.67,9.67,3
EXERCISE,2,7.67,13.67,4
EXERCISE,3,6,12,4
EXERCISE,2.5,5.33,12.33,4
FALL,0,7.67,11.67,3
FALL,0,7.67,11.67,4
WALK,0,6.67,8.67,2
WALK,0,2.67,3.67,1
OTHER_ACTION,2.5,5.33,11.33,5
WALK,0,3.67,5.67,2
WALK,0,5.33,7.33,2
EXERCISE,0.5,8,10,2
EXERCISE,1,8,10,2
EXERCISE,0.5,12.33,16.33,3
WALK,0,8.67,12.67,4
WALK,0,5.33,8.33,3
WALK,0,3.33,6.33,3
WALK,0,3,5,2
WALK,0,2.67,3.67,1
WALK,0.5,7,11,2
WALK,0,3.67,6.67,3
WALK,0.5,6,9,2
WALK,0,4,6,2
WALK,0,5.33,9.33,4
WALK,0,4.33,7.33,3
WALK,0,4,7,3
WALK,0,3.33,5.33,2
WALK,0,6,7,1
FALL,0,4.67,6.67,2
FALL,0,5.33,8.33,3
OTHER_ACTION,3,7.33,14.33,7
OTHER_ACTION,4,12.33,20.33,7
OTHER_ACTION,3.5,12.67,18.67,6
OTHER_ACTION,4.5,16.67,25.67,9
WALK,0,3.33,4.33,0
WALK,0,2,7,3
WALK,0,6.33,11.33,3
WALK,0,4,9,4
RUN,4.5,24.33,36.33,10
RUN,4.5,19,30,10
OTHER_ACTION,4,22.33,33.33,7
OTHER_ACTION,0.5,7,10,3
OTHER_ACTION,1,12.33,19.33,7
WALK,0,4.67,6.67,2
WALK,0,5,7,2
WALK,0,5.67,7.67,2
WALK,0,10.33,16.33,5
WALK,0.5,7.67,14.67,7
WALK,0,5.67,9.67,4
EXERCISE,0.5,8,11,2
EXERCISE,1,7.33,11.33,4
EXERCISE,1,7,11,4
FALL,0,3.67,4.67,1
FALL,0,3.67,4.67,1
WALK,0,3,6,2
WALK,0,2.33,4.33,1
FALL,0,4.33,4.33,0
FALL,0,2,2,0
WALK,0,7,8,1
RUN,8,25,39,9
RUN,12,38.33,53.33,10
WALK,0,6.67,11.67,5
WALK,0,5,7,2
WALK,0,7,8,1
WALK,1,7.67,11.67,4
EXERCISE,1,7.67,11.67,3
WALK,0,4.33,6.33,2
FALL,0,3.67,4.67,1
WALK,0,5.67,6.67,1
WALK,0,1.67,2.67,1
WALK,0,7,7,0
WALK,0,2.33,2.33,0
WALK,0,4,5,1
OTHER_ACTION,1,10.67,20.67,8
FALL,0,3.33,4.33,1
FALL,0,4.67,8.67,4
WALK,0,5,7,2
OTHER_ACTION,1,8.33,11.33,2
OTHER_ACTION,3,6.33,11.33,3
RUN,4.5,22.33,32.33,10
RUN,6.5,22,32,10
RUN,6.5,24.33,34.33,10
OTHER_ACTION,3,17.67,26.67,9
FALL,0,1.33,2.33,0
FALL,0.5,3,6,2
FALL,0,4.33,13.33,4
FALL,0,3.67,4.67,0
FALL,0,5,7,2
WALK,0,8.67,12.67,4
WALK,0.5,7,10,3
WALK,0,3.67,7.67,3
FALL,0,9.33,15.33,5
FALL,0,1.33,2.33,1
WALK,0,5.67,11.67,4
WALK,0,8,15,5
WALK,0,3.33,5.33,2
WALK,0,7,14,6
WALK,0,3.33,3.33,0
WALK,0,4,5,1
WALK,0,2.33,3.33,1
WALK,0,3.33,7.33,4
WALK,1,7.67,15.67,8
FALL,0,2.67,3.67,1
FALL,0,4.67,7.67,3
FALL,0.5,3,8,5
WALK,0,4,8,3
WALK,0,1.67,4.67,2
WALK,0,2.33,5.33,2
RUN,4.5,26.33,36.33,10
RUN,7,25,35,10
RUN,6.5,36,49,10
OTHER_ACTION,1,9.33,12.33,2
OTHER_ACTION,1,8.33,11.33,3
FALL,0,3.33,6.33,2
WALK,0.5,1.33,4.33,3
WALK,0,2.33,3.33,1
FALL,0.5,7.33,9.33,2
FALL,0,4.67,8.67,4
WALK,0,7.33,11.33,2
FALL,0,3.67,5.67,2
FALL,0,4.33,8.33,4
FALL,0,3.33,3.33,0
WALK,0,4,8,3
WALK,3.5,5,8,3
FALL,0,3,5,1
FALL,0,5.67,7.67,2
FALL,0,2,3,0
WALK,0,7.33,14.33,6
FALL,0.5,9,17,7
WALK,0,5,7,2
FALL,0,3.67,9.67,4
FALL,0,7,14,5
WALK,0,5,7,1
WALK,0,4.67,7.67,2
FALL,0,6.67,11.67,5
FALL,0,4,7,3
EXERCISE,0.5,8.33,15.33,5
EXERCISE,0.5,4.67,9.67,4
FALL,0,1.67,4.67,1
WALK,0,11.67,15.67,4
WALK,0,6.67,11.67,5
FALL,0,8.33,11.33,3
FALL,0,9.33,12.33,3
WALK,0,5,9,3
WALK,0,9,12,2
RUN,4.5,26,38,10
RUN,16,30.67,43.67,10
WALK,0,8,11,2
EXERCISE,1.5,9.33,14.33,5
EXERCISE,4,15,22,7
EXERCISE,3,12,21,8
FALL,0,8,14,6
FALL,0,3.67,4.67,1
WALK,0,1.67,4.67,2
WALK,0,3.67,4.67,1
WALK,0,5,7,1
WALK,0,5.67,7.67,2
WALK,0,9.67,12.67,3
RUN,2,27,38,9
WALK,0,0.67,3.67,2
WALK,0.5,3.67,3.67,0
WALK,0,5,6,1
WALK,0,6.67,9.67,3
WALK,0,6.67,10.67,3
WALK,0,2.67,4.67,2
OTHER_ACTION,1.5,13.33,23.33,9
OTHER_ACTION,1,11.33,19.33,8
OTHER_ACTION,2,11,20,9
OTHER_ACTION,1.5,20.67,29.67,8
WALK,0,3,5,2
FALL,0,4,6,2
OTHER_ACTION,3.5,5,12,7
OTHER_ACTION,3.5,7,14,7
OTHER_ACTION,5,14,22,8
OTHER_ACTION,5,7.33,17.33,10
EXERCISE,0.5,6.33,8.33,2
EXERCISE,0,5.67,8.67,3
FALL,0.5,6,11,4
WALK,0,3.33,4.33,1
WALK,0,5,7,2
WALK,0,3.67,5.67,2
OTHER_ACTION,1,12.67,21.67,8
OTHER_ACTION,3,14.67,24.67,8
WALK,0,4.33,7.33,3
WALK,0,4.33,7.33,3
WALK,0,5.33,8.33,3
WALK,0,5.33,9.33,4
WALK,0,5.67,8.67,3
WALK,0,3,6,3
WALK,0.5,5.33,10.33,4
WALK,0,6.67,13.67,5
FALL,0,1.33,3.33,2
WALK,0,10.67,14.67,4
EXERCISE,0.5,8.33,14.33,5
EXERCISE,1,8,15,6
WALK,0,7,9,2
WALK,0,5.33,9.33,3
WALK,0,4.67,9.67,4
RUN,2.5,18.33,29.33,10
RUN,4.5,19,33,10
WALK,0,2.33,2.33,0
WALK,0,3,3,0
EXERCISE,0.5,6.67,7.67,1
EXERCISE,0.5,3,4,0
EXERCISE,0.5,9,14,3
WALK,0.5,2.33,3.33,1
WALK,0,2.67,3.67,1
WALK,0,1,2,1
WALK,0,3.67,6.67,3
EXERCISE,1.5,7.33,15.33,8
WALK,0,2.67,4.67,2
FALL,0,2,4,2
FALL,0,3.67,5.67,2
WALK,0.5,3,5,2
WALK,0,9.67,16.67,5
WALK,0,11.33,16.33,4
WALK,0,14,20,5
WALK,0.5,7.67,12.67,5
RUN,2.5,17.67,24.67,5
RUN,3.5,24,33,8
WALK,0,7.33,10.33,3
FALL,0,6,8,2
WALK,0,1.67,2.67,0
WALK,0,2.33,2.33,0
FALL,0,0,1,0
FALL,0,0,0,0
OTHER_ACTION,0,4.33,8.33,4
FALL,0,2.33,2.33,0
FALL,0,4.33,7.33,2
FALL,0,5,8,3
WALK,0,9,13,4
EXERCISE,1.5,3.33,6.33,2
EXERCISE,0,6.67,11.67,5
EXERCISE,0.5,5,10,4
WALK,0,6.33,10.33,4
WALK,0,11,13,2
WALK,0,7.67,12.67,4
OTHER_ACTION,1,8.67,14.67,2
RUN,5,11.67,21.67,8
RUN,4.5,10.33,21.33,9
WALK,0,2.33,3.33,0
WALK,0,5,10,5
WALK,0,13.33,17.33,4
WALK,0,10.67,15.67,4
WALK,0,3.67,4.67,1
WALK,0,9.67,14.67,4
WALK,0,5,7,2
WALK,0,10.33,11.33,1
EXERCISE,0,9,14,5
EXERCISE,0,7,12,5
FALL,0,0,0,0
FALL,0,0.67,0.67,0
WALK,0,9.33,15.33,6
WALK,0,8,12,3
OTHER_ACTION,1.5,6,11,4
WALK,0,13.67,21.67,7
FALL,0,4.67,6.67,2
WALK,0,5,9,4
FALL,0,2,3,1
FALL,0,2.33,4.33,2
WALK,0,6.33,11.33,5
WALK,0,6.67,12.67,6
WALK,0,3,6,2
WALK,0.5,5.33,6.33,0
EXERCISE,0,6,10,4
EXERCISE,1,5.67,8.67,3
EXERCISE,1,6,11,5
FALL,0,3.67,4.67,1
OTHER_ACTION,1,5,9,4
OTHER_ACTION,1.5,8.33,12.33,3
WALK,0,10.33,17.33,7
WALK,1,9.33,17.33,7
WALK,0,11.33,18.33,6
WALK,0,7,11,3
WALK,0,8,11,3
OTHER_ACTION,0.5,7,14,7
OTHER_ACTION,1,7,13,5
OTHER_ACTION,0.5,6.67,10.67,4
OTHER_ACTION,0.5,11.67,22.67,9
OTHER_ACTION,0,11,18,6
OTHER_ACTION,2.5,15.33,26.33,10
OTHER_ACTION,3.5,19.33,31.33,10
OTHER_ACTION,3.5,18.33,32.33,9
OTHER_ACTION,4.5,20.67,31.67,10
FALL,0,8.67,12.67,4
EXERCISE,2,17,27,8
EXERCISE,4.5,24.33,34.33,8
EXERCISE,5,25.67,37.67,10
FALL,0,7.33,12.33,5
RUN,4.5,22,33,8
FALL,0,1.67,1.67,0
FALL,0,6,10,4
FALL,0,10.67,13.67,3
WALK,0.5,8.67,13.67,5
WALK,0.5,7.33,10.33,3
FALL,0,3,4,1
FALL,0,7.33,12.33,5
FALL,0,13.67,14.67,1
FALL,0,6.67,8.67,1
OTHER_ACTION,1,7,12,4
OTHER_ACTION,2.5,19.67,27.67,6
WALK,0,8,10,2
WALK,0,5,8,3
FALL,0,8,10,2
FALL,0,6.33,8.33,2
WALK,0,9,14,5
WALK,0.5,12,18,6
WALK,0,2,3,1
EXERCISE,1.5,2.67,3.67,1
FALL,0,8.33,13.33,5
FALL,0,6,9,2
EXERCISE,0.5,7,13,5
EXERCISE,0.5,6.33,12.33,5
EXERCISE,1.5,9.33,18.33,8
WALK,1,7.67,11.67,4
WALK,0,5.33,8.33,3
OTHER_ACTION,2,8.33,12.33,4
WALK,0,2.33,3.33,1
WALK,0,4,5,1
EXERCISE,1,5,9,4
RUN,3.5,10.33,20.33,10
RUN,6,17,28,10
RUN,5,16.33,26.33,10
EXERCISE,1,2,3,1
EXERCISE,1.5,5.33,7.33,1
FALL,0,3.33,4.33,1
FALL,0,4,7,3
FALL,0,7.33,9.33,2
FALL,0,2,4,2
FALL,0,4.33,7.33,2
FALL,0,3.33,4.33,1
WALK,0,7.67,11.67,4
RUN,5,9,14,5
RUN,6,13,17,4
RUN,6,20,27,7
WALK,0,5.33,7.33,2
FALL,0,4,8,3
WALK,0.5,4,6,2
WALK,0,5.67,7.67,2
WALK,0.5,6,7,1
WALK,0,3.67,6.67,3
WALK,0,5.33,6.33,1
WALK,0,6.67,8.67,1
WALK,0,4.33,7.33,2
WALK,0,6,10,3
WALK,0,6.33,10.33,4
EXERCISE,1,5.67,7.67,2
WALK,0,2.33,3.33,1
WALK,0,2.67,4.67,1
WALK,0,17.33,26.33,9
WALK,2.5,28.67,39.67,10
WALK,4,41.33,52.33,10
WALK,0.5,10.33,15.33,4
EXERCISE,1.5,7.33,11.33,3
EXERCISE,0,6,8,1
WALK,0,7.67,12.67,5
FALL,0,2.33,4.33,1
FALL,0.5,8.67,12.67,4
FALL,0,4,4,0
FALL,0,5.33,7.33,2
EXERCISE,1,9.67,13.67,4
EXERCISE,1,4.67,9.67,4
WALK,0,3.33,4.33,1
FALL,0,13.67,24.67,10
WALK,0,3.67,5.67,2
WALK,0,3,5,2
EXERCISE,0.5,6.67,10.67,4
EXERCISE,1,6.33,12.33,6
EXERCISE,1.5,16,23,5
OTHER_ACTION,0.5,6,10,4
OTHER_ACTION,0.5,6.33,12.33,5
FALL,0,4,5,1
FALL,0,4.33,6.33,1
EXERCISE,0.5,7.67,12.67,4
EXERCISE,1,12.33,17.33,5
WALK,0,2,4,2
WALK,0,2.67,6.67,3
WALK,0,2.67,4.67,2
FALL,0,4,6,2
FALL,0,1.67,2.67,1
FALL,0,3.67,5.67,2
FALL,0,1.33,2.33,1
OTHER_ACTION,1,8.67,12.67,4
OTHER_ACTION,1,8.67,12.67,3
WALK,0,8.33,11.33,3
WALK,0,4.67,7.67,3
FALL,0,5,6,1
FALL,0,3.67,5.67,2
EXERCISE,1.5,10,14,4
EXERCISE,1.5,10,13,3
EXERCISE,1,14.33,18.33,4
EXERCISE,1,9.67,12.67,3
WALK,0,7.67,9.67,2
WALK,0,3.67,3.67,0
WALK,0,2.67,3.67,1
OTHER_ACTION,1.5,15,24,8
WALK,0,2.67,4.67,2
WALK,0,4.33,5.33,1
WALK,0,3.33,3.33,0
FALL,0,7,9,2
FALL,0,4.67,5.67,1
WALK,0,5.67,7.67,2
WALK,0,3.67,5.67,2
WALK,0,4.67,5.67,1
WALK,0.5,2,4,2
WALK,0,2,4,2
FALL,0,2.33,4.33,2
FALL,0,1,3,2
WALK,0,5.67,12.67,2
OTHER_ACTION,1,14.67,24.67,10
OTHER_ACTION,2,19,29,10
FALL,0,3.33,6.33,3
